Date,return,
9/15/1931,-0.009132484,
9/16/1931,-0.014279957,
9/17/1931,0.018441428,
9/18/1931,-0.049371729,
9/21/1931,-0.047351409,
9/22/1931,-0.011965168,
9/23/1931,0.064538521,
9/24/1931,-0.075711822,
9/25/1931,0.022223137,
9/28/1931,-0.039220713,
9/29/1931,-0.042808092,
9/30/1931,-0.035410882,
10/1/1931,-0.018711565,
10/2/1931,0.017681168,
10/5/1931,-0.095104015,
10/6/1931,0.116522478,
10/7/1931,-0.013204864,
10/8/1931,0.082399532,
10/9/1931,-0.006613156,
10/13/1931,-0.043590436,
10/14/1931,-0.02303557,
10/15/1931,0.018072781,
10/16/1931,0.030379602,
10/19/1931,0.012470186,
10/20/1931,0.043829859,
10/21/1931,-0.009165967,
10/22/1931,-0.033711057,
10/23/1931,0.031867739,
10/26/1931,-0.018622512,
10/27/1931,-0.021853601,
10/28/1931,-0.033206176,
10/29/1931,0.003964326,
10/30/1931,0.031161236,
11/2/1931,0.006688988,
11/4/1931,0.030021016,
11/5/1931,-0.003703708,
11/6/1931,0.030153038,
11/9/1931,0.036239052,
11/10/1931,-0.021053409,
11/11/1931,-0.015185642,
